"[.아이씨티몰에 없는게 없다생활필수템인..육아맘에게는 더 특별할수바께 없는 곳..헬로키티 기저귀와 헬로키티 비데 물티슈를..소개할까 합니다❤ ], 긍정 텍스트 확률 : 93.86%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 위 이미지를 클릭하면 상세페이지로 넘어갑니다쿠팡에서 일간 최대추가 캐시 적립중이에요. 꼭 받아가세요특가상품은 조기 품절이 되니 유의바랍니다.해당 특가상품정보는 년 월 일 시 분 기준입니다 ], 긍정 텍스트 확률 : 93.46%"
"[↓아래는 실제 구매고객이 작성한 리뷰입니다↓ ], 긍정 텍스트 확률 : 62.32%"
"[게시일. 포스팅 시기에 따라 제품의 가격 및 재고의 변동이 있을수 있습니다. 이 포스팅은 제휴마케팅이 포함된 광고로 일정 커미션을 지급 받을 수 있습니다. ], 긍정 텍스트 확률 : 86.49%"
"[ 키티 귀엽네용 ㅎ], 긍정 텍스트 확률 : 92.70%"
"[키티는 사랑이에용 ㅎㅎ], 긍정 텍스트 확률 : 85.38%"
"[키티기저귀까지 나오다니ㅋㅋ이쁘네요], 긍정 텍스트 확률 : 88.42%"
"[ 근데 어렸을때부터 키티 좋아했던지라 몬가.. 반가운? 그런 마음이 컷던거같아요], 긍정 텍스트 확률 : 94.55%"
"[기저귀에도 우와 전 헬로키티 비행기 타보고 싶던데], 긍정 텍스트 확률 : 78.46%"
"[.아이씨티몰에 없는게 없다생활필수템인..육아맘에게는 더 특별할수바께 없는 곳..헬로키티 기저귀와 헬로키티 비데 물티슈를..소개할까 합니다❤ ], 긍정 텍스트 확률 : 93.86%"
"[기저귀는..처음 접하는건데요 키티 인기가 많다보니까..싫어하는 아이는 절대 없으실거에요❤..헬로키티기저귀도 처음이지만 많고 많은..기저귀 포스팅중 팬티 기저귀는 또 첨이라..특별합니다 . ], 긍정 텍스트 확률 : 50.36%"
"[ 얇은두께와 우수한 통기성일 자랑하며파워엠보싱과 이중으로 넓은 응가밴드또 소변알림줄까지 완벽한 부드러움을 자랑하는헬로키티 기저귀❤ 아이티씨티몰은 헬로키티 이외에도 많은캐릭터들이 줄서있으니 눈돌아갑니다 ], 긍정 텍스트 확률 : 92.36%"
"[ 활동하기 편하도록 탄력성이 정말 우수 해요제가 다 개운한거있죠써보니 흡수력 또한 우수해서 밤기저귀로도 추천합니다강력한 흡수층은 순간 흡수력을 높히고], 긍정 텍스트 확률 : 92.59%"
"[ 리얼 엠보 커버로피부 접촉 면적을 최소화하고표면 공기 흐름을 강화시키는 저자극 기저귀로허니콤 리얼 엠보싱 으로 유명한데요우리아기에게 직접적으로 닿은 부분이다보니이것또한 중요하게 봐야하는 부분이겠죠 에에쓰루 방식의 섬유 고유의 부드러움과 볼륨감을살린 기저귀 를 찾으신다면 바로 이것입니다 ], 긍정 텍스트 확률 : 94.41%"
"[찝찝함은 두배죠요 제품은 찝찝함도 변기막힐 염려도 없이평생 깨끗함을 자랑하며 사용할수 있어요 ], 긍정 텍스트 확률 : 65.72%"
"[단계 정수로 깨끗한 물을 사용 하였습니다믿고 쓰기 넘 죠아요 ], 긍정 텍스트 확률 : 76.35%"
"[ 사용후에는자연에서 분해되는 원단 사용 으로막힐 걱정없이 사용가능 또 휴대용물티슈까지나와서 휴대성 최고로 아이와 어디갈때 가지고다니기 너무 좋더라구요👍 ], 긍정 텍스트 확률 : 93.06%"
"[ 부드럽고 푹신푹식한 촉촉함까지도 완벽한비데물티슈❤ 이거슨 정착템 ], 긍정 텍스트 확률 : 94.77%"
"[또 부드러움이있으니까 손에 묻은 오염까지 산뜻하게 완벽하게 ], 긍정 텍스트 확률 : 94.12%"
"[ 특가도 자주 있으니 이번 기회에 부드러운 생활템겟 해보시는건 어떨까요❤ 아이도 엄마도모두 만족할수 있는 디자인과 기능성 모두 굿뜨👍이용해보세요절대적으로 완벽템입니다.. ], 긍정 텍스트 확률 : 96.94%"
"[ .?아이티씨아이티씨.?아이티씨몰아이티씨몰.?헬로키티헬로키티.?힐로키티컴포트핏유힐로키티컴포트핏유.?팬티기저귀팬티기저귀.?비데물티슈비데물티슈.?컴포트핏유컴포트핏유.?헬로키티기저귀헬로키티기저귀 .?물티슈물티슈.?비데물티슈추천비데물티슈추천.?아기기저귀아기기저귀.?아기물티슈아기물티슈.?기저귀추천기저귀추천.?헬로키티비데물티슈헬로키티비데물티슈.?비데티슈비데티슈요즘 우리 아이가 고양이], 긍정 텍스트 확률 : 96.91%"
"[토끼 등 동물을 너무나 좋아해요그리고 동물 캐릭터가 그려진 제품들을 좋아한답니다지나가다가도 키티 캐릭터를 보면 그자리에 멈춰서 한참을 관찰해요야옹야옹 예뻐예뻐라고 하더라구요첫째와는 다른 둘째를 지켜보는 재미가 쏠쏠해요우리 둘째가 너무나 좋아하는 헬로키티 팬티기저귀와 비데물티슈를 구입하려고알아보니 아이티씨몰에서 구입이 가능하더라구요 ㅎㅎㅎ아이티씨몰은 사랑스러운 디자인에 천연 펄프로 만든헬로키티 화장지로 유명한 브랜드에요이것저것 제품들 둘러보니 겹 휴지도 있어서 완전 신기하더라구요 ㅎㅎ순수한 천연펄프 화장지 회사로 피부에 민감한 분들과어린 아이들에게도 안심할 수 있는 브랜드더라구요우리 아기에게 딱 맞는 피부 저자극의 안심 기저귀라니 써보고 싶어서 구입했어요헬로키티 캐릭터와 콜라보해서 디자인도 너무나 귀엽더라구요 ㅎㅎ ], 긍정 텍스트 확률 : 100.00%"
"[ 아이티씨몰에서 구입한 헬로키티 기저귀랍니다엄마들의 만족스러운 후기를 보고 선탁하게 되었는데요 ㅎㅎ무엇보다 우리 아이가 좋아하는 캐럭터라 써보게 되었어요팬티처럼 입고 벗기기 쉬운 팬티형 기저귀가 참 좋아요 ], 긍정 텍스트 확률 : 99.98%"
"[ 피부자극테스트를 완료한 아이티씨몰 헬로티키기저귀는아기피부에 저자극으로 연약한 아기 피부를 생각하는착한 피부 저자극 안심기저귀라 안심하고 사용할 수 있어 참 좋아요 ], 긍정 텍스트 확률 : 75.43%"
"[ 홈페이지에 나온 사긴과 내용들을 읽어보니 더욱 믿음이 가더라구요철저한 위생관리와 오존살균], 긍정 텍스트 확률 : 88.81%"
"[온도습도조절 등청정 생산현장에서 안전하고 깨끗하게 만들어지는 아이티씨 헬로키티 기저귀랍니다 ], 긍정 텍스트 확률 : 53.79%"
"[ 디자인도 너무나 예뻐서 선물하기도 좋은 것 같아요우리 아기에게 빨리 입혀보고 싶어서 바로 꺼내보니 깜짝 놀랐답니다정말 부드럽고 얇고 가벼서워 입은듯 안입은듯 편안할 것 같더라구요이렇게 촉감이 좋으니 민감한 우리 아기 피부에도 정말 잘 맞겠죠 ], 긍정 텍스트 확률 : 99.95%"
"[ 앞 뒤에 귀여운 헬로키티 캐릭터가 방긋방긋 웃고있으니보는 우리 아이도 참 좋아해요기저귀 갈아입을까?? 기저귀 가져오세요라고 말하면신나서 야옹야옹 하면서 헬로키티 기저귀를 가져온답니다 ], 긍정 텍스트 확률 : 98.97%"
"[ 통기성 좋은 에어커버로 구성되어 있어기저귀 내부 공기 흐릅을 강화시켜 보송보송함을 지켜준다고해요통기성 좋은 기저귀가 정말 좋다는 걸 알기에 너무나 마음에 드는 우리 아기기저귀랍니다헬로키티 팬티기저귀는 무거운 롤러로 압착시키는 방식이 아닌섬유 뭉치를 뜨거운 공기로 결합시키는 에어스루 방식으로부드러움과 볼륨감이 좋은 소프트한 프리미엄 아기기저귀에요 ], 긍정 텍스트 확률 : 99.23%"
"[ 강력한 흡수력을 가진 더블 공기층이 형성된 부직포와중앙 쾌속 흡수라인], 긍정 텍스트 확률 : 66.88%"
"[파워엠보싱으로순간흡수력도 좋고 강력한 흡수층이 되 묻어나지 않아서보송보송하고 기분좋은 쾌적함에 우리 아이가 참 잘 입고 있어요흡수층이 전면에 고르게 배치되어 있어남자아기], 긍정 텍스트 확률 : 98.47%"
"[여자아기 모두 편하게 사용할 수 있답니다 ], 긍정 텍스트 확률 : 75.45%"
"[ 빠르게 흡수되는 엠보싱 구조가 아기 피부에 자극은 적게가고부드럽고 가벼우면서도 흡수력이 너무나 좋아요옆샘방지도 잘 되어 있어 밤에 자고 일어나도 새지 않아우리 아이 통잠에도 도움을 주는 너무나 착한 기저귀랍니다 ], 긍정 텍스트 확률 : 99.51%"
"[ 도로 감싸주는 스판덱스 허리밴드가 하루종일 쉬징낳고 움직이는활동성 많은 우리 둘째에게 정말 딱이에요꿀벅지], 긍정 텍스트 확률 : 65.81%"
"[ 쫀쫀하고 편하게 하이의 허리를 잡아주는 스판덱스 허리밴드흘러내림 걱정 없으면서도 조임없이 편안하게 입힐 수 있는 아기 기저귀에요 ], 긍정 텍스트 확률 : 93.18%"
"[ 넓고 쾌적한 아기기저귀 헬로키티 팬티기저귀는전면에 고루 배치된 흡수층으로 남녀공용 기저귀로 손색이 없어요안쪽과 바깥쪽 이중으로 잡아주는 흡수층 엣지가드가밤새 쉬를 많이하는 우리 아이에게 정말 딱이랍니다항상 새벽에 울며 깨던 우리 아이에게 통잠을 선사해주었어요 ], 긍정 텍스트 확률 : 91.18%"
"[ 이중밴드라 새지 않아 좋고 쫀쫀한 밴드가 편안하게 잡아주면서아이 피부에 자국도 남기지 않고 샘걱정 없이 입힐 수 있는 든든한 기저귀네요너무나 귀여운 디자인에 헬로키티 팬티기저귀가우리 아이에게 딱 맞고 자극없어 참 좋네요노란 소변알림ㄹ줄이 아이가 쉬하면 파란색으로 변하니 기저귀 교체시기도 알기 쉬우요흡수력 좋고 통기성 좋은 우리 아이 기저귀는아이티씨몰 헬로키티 기저귀로 선택했어요 ], 긍정 텍스트 확률 : 99.38%"
"[ 헬로티키 팬티기저귀와 함께 헬로키티 비데물티슈도 구입해봤어요비데를 잘 사용하지 못하는 우리 첫째를 위해서죠어린이비데로 처음 대변처리를 했더니 겁먹은 첫째어린이모드도 너무나 무서워하더라구요그래서 비데물티슈 사용을 결심하게 되었답니다 ], 긍정 텍스트 확률 : 95.64%"
"[ 한번 쓰면 절대 끊을 수 없는 비데물티슈의 매력그래서 가방에도 꼭꼭 챙겨다니는 비데물티슈헬로키티 비데티슈는 디자인도 예쁘니 우리 아이들이 참 좋아한답니다언제 어디서든 화장실 뒷처리를 책임져주고 있어요편백잎], 긍정 텍스트 확률 : 88.42%"
"[ 크기도 컴팩트해서 휴대하기도 좋고 상쾌한 마무리감으로 기분도 좋고부드럽고 촉촉하기 때문에 피부에 자극도 없으니 정말 유용하죠우리 아이들은 상쾌한 마무리를 해주고 싶어요 ], 긍정 텍스트 확률 : 54.44%"
"[ 아이들 있는 집에서는 너무나 예쁘니 정말 필수 인 것 같아요헬로키티 물티슈는 열고 닫고도 편하고 티슈 뽑는 입구도 커서 쏙쏙 잘 뽑혀요거기에 케이스도 견고해서 마르지 많고 항상 촉촉하니 마음에 들더라구요 ], 긍정 텍스트 확률 : 99.91%"
"[ 부드러운 헬로키티 엠보싱 원단은 펄프와 레이온으로 피부 자극이 덜하며 물에도 잘 풀려요캐릭터가 그려져있어 정말 예쁘지 않나요우리 아이가 쓰는 제품이기에 성분이 중요하죠단계 정수한 깨끗한 물 사용으로 파라벤류], 긍정 텍스트 확률 : 68.82%"
"[ 휴대하기 좋은 헬로키티 비데물티슈는 외출시 꼭꼭 챙겨야하는 육아템이죠배변훈련이나 혼자 뒷처리 연습하는 유아에게 너무나 좋답니다깔끔하게 뒷처리할 수 있고 아이가 스스로 연습하기도 좋아요 ], 긍정 텍스트 확률 : 83.12%"
"[ 우리 아이들이 좋아하는 귀여운 헬로키티 팬티기저귀와 비데물티슈너무나 유용한 육아필수템이라 추천해요 .. ], 긍정 텍스트 확률 : 98.73%"
"[ 제품이 리뉴얼되어 별로이거나사이즈 때문 등등 다양한 이유에서이다특히나 냥냥의 딸랑구는 아래가 참 예민해서방랑하다 찾으면 그것에 정착해서 써야 하는데요즘 없던 이유 하나가 새로 추가되었다물을..무슨 물 중독자 인냥 하루에 혼자는 거뜬히 마시는 개월이라 기저귀가금방 빵빵해져 세나가기 시작했다ㅠㅠ그래서 찾다가 발견한 밴드형기저귀 추천을 해보려고 한다 ], 긍정 텍스트 확률 : 79.18%"
"[ 그리고 한쪽엔 제조년도와 유통기한이 꼼꼼히 새겨져 있어최근에 만든 제품을 받아 꽤 나름 긴 시간동안 사용할 수 있다는 것을알 수 있기 때문에 핫딜같은 세일때 구매해 쟁이고 걱정하지 않아도 된다 ], 긍정 텍스트 확률 : 82.35%"
"[그리고원료 및 성분명이 나와 있기 때문에잘 읽어 보고 살 수 있어 믿고 구매할 수 있게 한다 ], 긍정 텍스트 확률 : 76.18%"
"[ 사용시 주의사항과 소비자상담실 번호까지 상세히적혀져 있으니 혹시 문제가 생기기지 않게전체적으로 꼼꼼히 읽어두길 바란다 ], 긍정 텍스트 확률 : 65.38%"
"[ 뒷면을 살펴보니 제품에 대한 간단하고 이해가 쉬운 설명이 적혀있다더블 공기층으로 내부의 부직포라 엉덩이에 자극이 적고 ], 긍정 텍스트 확률 : 86.03%"
"[ 윗면엔 절취선과 들고다니기 쉽도록 손잡이가 달려 있어], 긍정 텍스트 확률 : 82.63%"
"[ 타사 슬림사이즈라고 나온 것과 비교하니전혀 꿀리지 않는 저 얇기가 보이시나유두께는 얇지만 파워 흡수시트를 적용해 습수는 당연히 좋고착용감과 핏이 좋을 제품이다 ], 긍정 텍스트 확률 : 68.97%"
"[ 보시다시피 이중으로 되어 있는 다리쪽 밴딩의모습이중으로 되어 았시 때문에 냥냥이 쉬가 새서 하는 고민을이걸 쓰면서 안하게됨 ㅎㅎㅎㅎ정말 새지 않고 딱이였다 ], 긍정 텍스트 확률 : 84.52%"
"[ 뒷면의 설명으로 알게된 엠보싱을눈으로 직접 보니 놀라웠다물티슈도 아닌데 엠보싱인 모습 굿잡만져보니상당히 부들부들하니 기분이 좋았다], 긍정 텍스트 확률 : 73.98%"
"[ 분명히 물을 부었기 때문에 가운데에 있던노란색 소변선이 초록색으로 변한 것을 확인 할 수 있어실제로 아이가 볼일을 보고 난 후에 선으로 확인이 가능해갈아줄때 더욱 편리할 것이다 ], 긍정 텍스트 확률 : 98.51%"
